claim_id,customer_id,policy_type,premium_amount,claim_amount,incident_type,incident_severity,claim_date,settlement_days,region,policy_tenure_years,customer_age,fraud_reported,claim_status
CL200514,CU300514,Health,1711.66,1958.79,Theft,Minor,2025-11-16,28,ON,3,24,0,Approved
CL200515,CU300515,Health,911.86,9261.96,Collision,Major,2025-12-23,35,SK,6,19,1,Approved
CL200516,CU300516,Health,1505.69,3148.63,Collision,Minor,2024-01-24,20,BC,4,44,0,Approved
CL200517,CU300517,Health,940.87,2548.51,Collision,Minor,2024-08-26,38,AB,15,36,0,Approved
CL200518,CU300518,Health,2027.68,19930.46,Collision,Total Loss,2025-12-18,29,AB,2,70,0,Approved
CL200519,CU300519,Auto,1536.79,2321.62,Injury,Major,2024-10-18,40,ON,8,34,0,Approved
CL200520,CU300520,Auto,1181.17,13144.41,Theft,Major,2025-03-30,30,AB,9,42,0,Approved
CL200521,CU300521,Auto,929.98,2175.94,Collision,Minor,2025-01-09,4,QC,1,32,0,Approved
CL200522,CU300522,Health,1613.44,1693.84,Water Damage,Minor,2025-04-07,19,AB,7,71,0,Approved
CL200523,CU300523,Home,2020.33,2984.33,Weather,Minor,2025-10-04,20,SK,15,65,0,Pending
CL200524,CU300524,Home,1125.97,1931.2,Collision,Minor,2024-10-04,20,ON,2,29,0,Approved
CL200525,CU300525,Auto,1265.35,32111.12,Theft,Total Loss,2025-08-06,25,QC,3,33,0,Approved
CL200526,CU300526,Home,1134.1,4161.44,Fire,Minor,2024-11-29,27,AB,3,29,0,Approved
CL200527,CU300527,Home,2103.31,18592.0,Weather,Major,2024-05-30,38,AB,1,27,0,Approved
CL200528,CU300528,Life,648.37,2419.14,Injury,Minor,2024-02-24,18,ON,14,33,0,Approved
CL200529,CU300529,Health,1989.95,6817.86,Weather,Moderate,2025-06-07,18,ON,1,69,0,Rejected
CL200530,CU300530,Home,1291.58,2968.31,Water Damage,Minor,2025-03-15,12,ON,5,46,0,Approved
CL200531,CU300531,Health,1419.92,2881.56,Injury,Minor,2025-09-30,23,BC,13,41,0,Approved
CL200532,CU300532,Auto,1306.93,1797.51,Water Damage,Minor,2024-06-20,33,BC,15,30,0,Approved
CL200533,CU300533,Auto,1550.63,15927.79,Fire,Major,2025-06-05,43,SK,3,29,0,Pending
CL200534,CU300534,Home,1143.48,5692.04,Weather,Moderate,2024-01-18,16,BC,6,51,0,Approved
CL200535,CU300535,Health,1894.52,6446.02,Injury,Moderate,2024-04-11,39,AB,3,63,0,Approved
CL200536,CU300536,Auto,1911.58,3778.63,Injury,Minor,2025-03-09,18,ON,3,51,0,Approved
CL200537,CU300537,Auto,1036.97,8210.2,Collision,Moderate,2025-01-28,12,BC,15,57,0,Pending
CL200538,CU300538,Home,1730.34,6843.67,Collision,Moderate,2025-03-08,9,ON,6,34,0,Approved
CL200539,CU300539,Auto,1300.27,9439.28,Collision,Moderate,2025-09-04,11,ON,10,74,0,Rejected
CL200540,CU300540,Auto,1471.69,7369.4,Collision,Moderate,2025-08-31,24,ON,3,67,0,Pending
CL200541,CU300541,Home,2090.56,9744.23,Water Damage,Major,2024-05-22,29,QC,5,70,0,Approved
CL200542,CU300542,Life,1166.91,46909.12,Injury,Total Loss,2024-05-27,25,AB,6,58,0,Approved
CL200543,CU300543,Auto,1839.15,30598.67,Collision,Total Loss,2025-01-28,23,AB,9,59,0,Rejected
CL200544,CU300544,Auto,1641.99,2578.19,Theft,Moderate,2025-11-29,11,QC,14,23,0,Approved
CL200545,CU300545,Auto,1368.51,1380.26,Collision,Minor,2025-05-03,13,BC,4,28,0,Approved
CL200546,CU300546,Auto,1604.31,3289.38,Injury,Minor,2024-04-16,30,BC,10,26,0,Approved
CL200547,CU300547,Health,1554.33,1391.62,Water Damage,Minor,2025-04-08,37,ON,8,47,0,Approved
CL200548,CU300548,Auto,963.49,3444.46,Collision,Minor,2024-09-03,38,QC,12,53,0,Approved
CL200549,CU300549,Auto,1195.18,7158.85,Theft,Moderate,2024-03-18,27,AB,6,26,0,Pending
CL200550,CU300550,Life,1010.99,8399.23,Water Damage,Moderate,2025-06-03,17,MB,7,63,0,Approved
CL200551,CU300551,Health,1333.82,6496.66,Weather,Moderate,2024-07-21,15,BC,10,51,0,Approved
CL200552,CU300552,Auto,2014.91,8025.8,Injury,Moderate,2025-07-20,28,SK,7,54,0,Approved
CL200553,CU300553,Auto,1694.03,34836.44,Theft,Total Loss,2025-02-07,29,BC,12,73,0,Approved
CL200554,CU300554,Health,848.31,2473.03,Collision,Minor,2024-11-22,25,QC,1,53,0,Approved
CL200555,CU300555,Health,1335.19,1754.19,Injury,Minor,2024-06-01,38,ON,6,19,0,Approved
CL200556,CU300556,Life,1548.12,7702.72,Collision,Moderate,2024-08-01,23,MB,3,64,0,Rejected
CL200557,CU300557,Auto,1762.52,3438.63,Injury,Moderate,2024-08-31,42,ON,3,70,0,Pending
CL200558,CU300558,Health,1176.68,8825.74,Injury,Moderate,2025-05-21,11,MB,1,23,0,Pending
CL200559,CU300559,Auto,930.28,18992.85,Collision,Major,2024-10-30,35,QC,6,50,0,Approved
CL200560,CU300560,Auto,1426.34,2824.94,Fire,Minor,2024-01-25,24,ON,4,46,0,Approved
CL200561,CU300561,Health,1688.99,1870.86,Injury,Moderate,2024-01-10,12,BC,12,27,0,Approved
CL200562,CU300562,Health,1548.64,21913.43,Water Damage,Total Loss,2024-07-19,38,BC,8,35,0,Pending
CL200563,CU300563,Auto,1078.44,6008.7,Theft,Moderate,2025-01-07,35,SK,12,69,0,Rejected
CL200564,CU300564,Auto,2186.94,8320.41,Injury,Moderate,2024-08-31,41,SK,14,42,0,Rejected
CL200565,CU300565,Health,1408.5,1840.03,Collision,Minor,2025-12-27,25,AB,12,50,0,Approved
CL200566,CU300566,Auto,1531.36,4283.6,Water Damage,Minor,2024-06-17,4,BC,7,64,0,Approved
CL200567,CU300567,Auto,1171.97,2315.68,Injury,Minor,2024-10-25,25,AB,15,45,0,Approved
CL200568,CU300568,Auto,1914.73,5008.65,Collision,Moderate,2024-10-17,28,BC,6,71,0,Approved
CL200569,CU300569,Auto,1690.18,6633.77,Injury,Moderate,2024-07-19,19,BC,13,48,0,Pending
CL200570,CU300570,Health,1582.16,23479.51,Injury,Total Loss,2025-10-06,33,MB,3,77,0,Rejected
CL200571,CU300571,Auto,966.3,4678.69,Injury,Moderate,2024-07-03,17,AB,15,27,0,Pending
CL200572,CU300572,Home,1909.49,3207.69,Theft,Minor,2024-01-08,20,MB,5,71,0,Pending
CL200573,CU300573,Health,1767.9,20586.73,Injury,Major,2025-01-11,40,SK,10,25,0,Approved
CL200574,CU300574,Auto,1876.27,2861.3,Injury,Minor,2025-04-08,34,BC,6,66,0,Pending
CL200575,CU300575,Home,1465.55,9502.44,Theft,Moderate,2024-11-28,10,ON,4,58,0,Approved
CL200576,CU300576,Auto,1418.56,2840.67,Collision,Minor,2024-11-03,16,ON,5,52,0,Approved
CL200577,CU300577,Health,1373.52,12620.27,Water Damage,Major,2025-09-21,17,BC,10,70,0,Approved
CL200578,CU300578,Health,2407.18,21571.56,Weather,Major,2024-09-30,48,QC,2,56,0,Approved
CL200579,CU300579,Health,1222.17,1711.37,Fire,Minor,2025-04-11,29,ON,3,59,0,Approved
CL200580,CU300580,Auto,951.78,6063.04,Injury,Moderate,2025-09-03,3,AB,14,63,0,Pending
CL200581,CU300581,Health,1293.23,6910.39,Collision,Moderate,2024-10-18,20,MB,2,68,0,Rejected
CL200582,CU300582,Home,1226.09,2396.97,Injury,Minor,2025-01-29,18,BC,11,32,0,Pending
CL200583,CU300583,Auto,1979.14,1246.17,Fire,Minor,2024-10-08,14,AB,5,68,1,Approved
CL200584,CU300584,Auto,880.48,5103.5,Collision,Moderate,2025-03-24,30,SK,5,53,0,Approved
CL200585,CU300585,Auto,1214.26,2484.24,Water Damage,Minor,2025-02-03,30,AB,6,20,0,Approved
CL200586,CU300586,Auto,1530.02,2072.52,Injury,Minor,2025-09-14,23,AB,6,73,0,Pending
CL200587,CU300587,Auto,1982.68,23676.34,Collision,Major,2024-07-03,25,BC,11,64,0,Approved
CL200588,CU300588,Life,1749.52,9543.07,Water Damage,Moderate,2024-04-28,15,BC,13,71,0,Approved
CL200589,CU300589,Life,2129.99,1715.73,Water Damage,Minor,2024-11-04,21,ON,6,64,0,Pending
CL200590,CU300590,Auto,1595.23,32535.4,Injury,Total Loss,2025-03-23,27,QC,3,39,0,Approved
CL200591,CU300591,Life,1364.48,25976.9,Collision,Major,2024-07-27,31,ON,1,39,0,Pending
CL200592,CU300592,Health,1809.33,30797.41,Collision,Total Loss,2025-12-29,36,ON,11,35,0,Pending
CL200593,CU300593,Home,875.79,6202.32,Injury,Moderate,2025-01-11,7,AB,14,43,0,Pending
CL200594,CU300594,Life,731.85,3102.15,Water Damage,Minor,2025-08-15,14,ON,1,21,0,Rejected
CL200595,CU300595,Health,1860.03,2308.06,Collision,Minor,2025-02-03,21,SK,9,62,0,Pending
CL200596,CU300596,Home,1538.44,43387.0,Fire,Total Loss,2024-10-13,45,QC,4,63,0,Approved
CL200597,CU300597,Auto,1854.88,15002.48,Collision,Major,2025-09-10,39,QC,4,77,1,Approved
CL200598,CU300598,Auto,1092.0,15608.08,Fire,Major,2024-04-25,31,BC,13,51,0,Approved
CL200599,CU300599,Life,1989.61,8548.71,Weather,Moderate,2024-07-02,25,ON,4,77,0,Approved
CL200600,CU300600,Auto,1731.55,7197.07,Collision,Moderate,2025-07-12,20,MB,5,31,0,Approved
CL200601,CU300601,Auto,1436.93,7212.48,Weather,Moderate,2025-10-22,31,MB,2,46,0,Approved
CL200602,CU300602,Auto,1537.09,1163.47,Weather,Minor,2024-07-31,25,QC,14,65,0,Approved
CL200603,CU300603,Home,1595.71,6307.31,Theft,Moderate,2025-01-25,33,ON,14,65,0,Pending
CL200604,CU300604,Auto,1090.17,8693.51,Water Damage,Moderate,2024-12-20,9,AB,14,64,0,Approved
CL200605,CU300605,Life,1288.29,14050.1,Collision,Major,2025-06-14,24,AB,4,46,0,Approved
CL200606,CU300606,Auto,1589.07,8373.31,Collision,Moderate,2024-12-30,23,AB,3,23,0,Approved
CL200607,CU300607,Health,1271.44,19350.67,Fire,Major,2025-03-22,35,ON,15,70,0,Approved
CL200608,CU300608,Home,832.84,2360.2,Fire,Minor,2025-05-03,43,AB,10,41,0,Approved
CL200609,CU300609,Home,1573.85,3450.43,Collision,Minor,2025-08-28,5,ON,4,57,0,Approved
CL200610,CU300610,Auto,1801.13,2262.11,Water Damage,Minor,2024-04-11,21,ON,1,26,0,Pending
CL200611,CU300611,Auto,1898.78,2310.9,Collision,Minor,2025-04-29,20,ON,12,74,0,Approved
CL200612,CU300612,Health,1673.57,2352.2,Collision,Minor,2024-05-11,23,ON,13,34,0,Approved
CL200613,CU300613,Health,1793.69,7157.83,Injury,Moderate,2024-01-09,37,BC,1,77,0,Approved
CL200614,CU300614,Auto,1864.75,8503.24,Water Damage,Moderate,2025-06-07,29,ON,8,61,0,Pending
CL200615,CU300615,Life,1483.46,4113.79,Fire,Moderate,2024-10-11,7,SK,8,38,0,Approved
CL200616,CU300616,Health,560.05,8701.37,Collision,Moderate,2025-06-07,35,ON,7,40,0,Approved
CL200617,CU300617,Auto,1937.11,18343.21,Theft,Major,2025-11-16,45,MB,6,76,0,Approved
CL200618,CU300618,Home,1074.81,2887.82,Collision,Minor,2024-04-04,23,ON,5,54,0,Approved
CL200619,CU300619,Health,975.03,11688.03,Fire,Moderate,2024-11-25,6,ON,6,59,0,Approved
CL200620,CU300620,Health,986.57,2141.84,Injury,Minor,2024-03-13,20,ON,14,55,0,Approved
CL200621,CU300621,Auto,2493.52,1642.73,Theft,Minor,2025-08-27,25,QC,15,33,1,Approved
CL200622,CU300622,Auto,1635.03,7379.85,Fire,Moderate,2025-12-30,30,MB,2,26,0,Approved
CL200623,CU300623,Auto,1012.52,19774.92,Injury,Major,2025-09-26,15,ON,11,19,0,Pending
CL200624,CU300624,Auto,1162.97,3110.13,Collision,Minor,2025-12-26,14,QC,9,42,0,Approved
CL200625,CU300625,Auto,1449.7,5944.78,Collision,Moderate,2024-08-30,31,MB,4,59,0,Approved
CL200626,CU300626,Home,1677.81,1918.93,Injury,Minor,2024-07-22,35,QC,3,36,0,Approved
CL200627,CU300627,Home,1567.3,1426.92,Collision,Minor,2025-09-18,25,AB,12,32,0,Approved
CL200628,CU300628,Auto,1059.99,11107.83,Collision,Major,2025-04-20,41,AB,6,41,0,Rejected
CL200629,CU300629,Home,1583.2,6184.71,Collision,Moderate,2024-10-02,25,MB,2,32,0,Approved
CL200630,CU300630,Auto,1193.3,6771.49,Fire,Moderate,2024-06-02,30,QC,15,44,0,Pending
CL200631,CU300631,Auto,1889.7,28408.28,Weather,Major,2024-01-19,32,SK,14,51,0,Approved
CL200632,CU300632,Health,1473.64,3682.54,Fire,Moderate,2024-01-28,25,BC,7,35,0,Approved
CL200633,CU300633,Health,1131.08,2734.78,Theft,Minor,2025-05-21,10,QC,7,20,0,Pending
CL200634,CU300634,Auto,1739.36,5577.17,Fire,Moderate,2024-07-11,27,QC,7,25,0,Pending
CL200635,CU300635,Health,1610.96,19123.25,Collision,Major,2025-08-21,20,MB,3,43,0,Pending
CL200636,CU300636,Health,1250.56,5915.66,Injury,Moderate,2025-09-09,27,QC,2,29,0,Approved
CL200637,CU300637,Home,1756.64,9029.35,Water Damage,Moderate,2024-11-25,17,AB,5,66,0,Approved
CL200638,CU300638,Life,1714.23,9017.21,Fire,Moderate,2024-08-06,24,QC,6,28,1,Approved
CL200639,CU300639,Auto,1954.77,2420.83,Theft,Minor,2024-05-06,12,ON,3,20,0,Approved
CL200640,CU300640,Auto,1748.26,9820.66,Injury,Moderate,2024-07-06,16,BC,1,55,0,Approved
CL200641,CU300641,Health,1360.14,3032.08,Collision,Minor,2025-03-25,24,BC,14,55,0,Approved
CL200642,CU300642,Home,739.98,3474.79,Theft,Minor,2025-07-05,28,MB,14,58,0,Approved
CL200643,CU300643,Auto,1528.39,6915.45,Water Damage,Moderate,2025-06-22,31,AB,5,28,0,Pending
CL200644,CU300644,Auto,1593.56,8865.53,Collision,Moderate,2025-11-30,11,ON,10,59,0,Rejected
CL200645,CU300645,Auto,1471.5,14127.95,Collision,Major,2025-04-23,17,ON,3,69,0,Approved
CL200646,CU300646,Auto,450.0,5295.47,Fire,Moderate,2025-01-05,12,SK,14,54,0,Approved
CL200647,CU300647,Auto,1735.11,11272.46,Weather,Moderate,2024-09-16,11,QC,13,42,0,Approved
CL200648,CU300648,Life,1066.94,1739.89,Weather,Minor,2024-09-02,35,BC,3,47,0,Approved
CL200649,CU300649,Auto,1738.0,6145.23,Collision,Moderate,2024-09-25,33,AB,4,66,0,Approved
CL200650,CU300650,Health,2164.29,1171.4,Injury,Minor,2025-10-04,12,BC,5,27,0,Rejected
CL200651,CU300651,Auto,1343.83,5342.11,Collision,Moderate,2025-02-04,36,BC,2,61,0,Approved
CL200652,CU300652,Auto,1634.16,5051.3,Water Damage,Moderate,2024-06-10,33,QC,6,34,0,Approved
CL200653,CU300653,Life,1463.77,2030.8,Collision,Minor,2024-05-21,6,ON,11,70,0,Approved
CL200654,CU300654,Auto,1670.75,19511.41,Collision,Major,2024-01-21,22,AB,11,27,0,Approved
CL200655,CU300655,Auto,1493.45,8060.43,Weather,Moderate,2025-09-09,6,MB,1,49,0,Pending
CL200656,CU300656,Health,1232.87,5026.65,Collision,Moderate,2024-06-09,20,AB,6,42,0,Pending
CL200657,CU300657,Auto,1069.92,5452.25,Weather,Moderate,2024-03-15,21,AB,13,47,0,Approved
CL200658,CU300658,Auto,2118.0,23460.89,Collision,Major,2024-07-30,31,ON,14,41,0,Approved
CL200659,CU300659,Life,1634.19,10342.37,Theft,Moderate,2024-12-21,3,AB,9,21,1,Pending
CL200660,CU300660,Auto,1798.82,3379.14,Collision,Minor,2025-12-01,8,AB,12,69,0,Approved
CL200661,CU300661,Home,1617.61,9702.49,Theft,Major,2025-09-19,33,SK,4,50,0,Approved
CL200662,CU300662,Auto,1859.82,9331.24,Collision,Moderate,2024-05-04,27,MB,14,54,0,Approved
CL200663,CU300663,Auto,1073.69,10633.23,Theft,Moderate,2025-01-21,3,QC,8,49,0,Approved
CL200664,CU300664,Home,1484.94,3675.94,Collision,Moderate,2025-08-24,9,QC,11,50,0,Approved
CL200665,CU300665,Health,1662.3,3257.89,Injury,Minor,2025-07-09,30,AB,4,54,0,Approved
CL200666,CU300666,Auto,1992.92,19135.09,Injury,Major,2024-12-08,20,MB,3,43,0,Approved
CL200667,CU300667,Health,2572.69,6358.81,Collision,Moderate,2024-06-23,21,ON,8,26,0,Approved
CL200668,CU300668,Health,1621.16,18535.16,Collision,Major,2025-07-27,19,AB,8,20,0,Approved
CL200669,CU300669,Home,1172.34,2810.28,Collision,Minor,2024-11-21,28,BC,9,50,0,Pending
CL200670,CU300670,Home,947.83,23834.23,Collision,Major,2024-06-22,13,ON,13,29,0,Pending
CL200671,CU300671,Home,1069.98,23574.31,Fire,Major,2025-06-04,28,AB,12,45,0,Approved
CL200672,CU300672,Health,1124.87,18497.93,Theft,Total Loss,2025-10-06,39,BC,5,54,0,Approved
CL200673,CU300673,Auto,450.0,14730.69,Water Damage,Major,2025-10-10,36,BC,7,54,0,Pending
CL200674,CU300674,Health,1166.22,7183.39,Injury,Moderate,2025-11-15,17,ON,2,28,0,Pending
CL200675,CU300675,Home,1751.03,10081.55,Collision,Moderate,2025-04-14,15,AB,12,57,0,Approved
CL200676,CU300676,Life,1481.67,590.76,Collision,Minor,2025-07-14,19,ON,3,74,0,Pending
CL200677,CU300677,Life,1341.38,5802.76,Collision,Moderate,2024-06-26,9,BC,2,40,0,Rejected
CL200678,CU300678,Auto,768.78,4005.33,Collision,Moderate,2024-08-24,20,ON,8,25,0,Approved
CL200679,CU300679,Auto,1891.17,1541.44,Fire,Minor,2024-04-16,20,BC,14,48,0,Approved
CL200680,CU300680,Home,1664.96,8932.04,Collision,Moderate,2024-02-29,17,ON,6,55,0,Approved
CL200681,CU300681,Home,1444.57,2127.68,Collision,Minor,2025-09-06,30,ON,3,42,0,Approved
CL200682,CU300682,Health,524.94,2425.95,Collision,Moderate,2024-11-29,11,ON,3,54,0,Approved
CL200683,CU300683,Auto,1243.88,6689.46,Weather,Moderate,2025-02-08,6,AB,13,64,0,Approved
CL200684,CU300684,Home,1632.16,28260.73,Collision,Major,2024-03-04,26,ON,10,53,0,Pending
CL200685,CU300685,Life,1438.0,1235.32,Water Damage,Minor,2024-05-14,22,QC,8,65,0,Approved
CL200686,CU300686,Life,1530.61,2873.06,Theft,Minor,2024-02-25,20,BC,14,27,0,Approved
CL200687,CU300687,Auto,1737.89,10072.7,Theft,Moderate,2024-12-20,20,ON,2,36,0,Approved
CL200688,CU300688,Life,1514.99,6903.13,Fire,Moderate,2025-02-28,11,ON,10,51,0,Approved
CL200689,CU300689,Auto,1722.86,3849.6,Fire,Minor,2024-04-02,12,MB,6,34,1,Approved
CL200690,CU300690,Home,1095.71,5706.77,Theft,Moderate,2025-06-01,17,ON,4,77,0,Approved
CL200691,CU300691,Auto,936.44,25287.54,Fire,Major,2024-03-17,26,SK,14,59,0,Approved
CL200692,CU300692,Home,1650.49,24098.08,Theft,Major,2025-09-04,41,ON,15,43,1,Approved
CL200693,CU300693,Auto,1736.61,2477.23,Theft,Minor,2025-11-02,23,ON,13,64,0,Approved
CL200694,CU300694,Auto,1667.97,1458.96,Collision,Minor,2025-04-12,16,BC,3,77,0,Pending
CL200695,CU300695,Auto,1505.27,5036.61,Weather,Moderate,2025-02-01,31,ON,11,19,0,Approved
CL200696,CU300696,Life,1313.9,2405.39,Weather,Moderate,2025-06-18,25,AB,6,51,0,Pending
CL200697,CU300697,Home,1538.61,37323.58,Weather,Total Loss,2024-06-30,19,ON,6,44,1,Approved
CL200698,CU300698,Health,1609.31,2832.01,Water Damage,Minor,2025-11-03,2,BC,3,63,0,Approved
CL200699,CU300699,Health,1634.5,7155.27,Fire,Moderate,2025-10-05,9,QC,9,37,0,Approved
CL200700,CU300700,Auto,2545.0,30900.48,Water Damage,Total Loss,2025-05-22,36,QC,13,38,0,Approved
CL200701,CU300701,Auto,1063.26,3450.31,Theft,Minor,2025-12-30,29,SK,4,64,0,Approved
CL200702,CU300702,Auto,2804.92,34668.27,Fire,Total Loss,2024-08-09,16,BC,9,71,0,Pending
CL200703,CU300703,Home,922.14,5912.9,Weather,Moderate,2025-10-07,27,MB,10,27,0,Approved
CL200704,CU300704,Life,1611.98,7288.57,Collision,Moderate,2024-01-25,27,MB,10,55,0,Approved
CL200705,CU300705,Auto,948.17,11013.11,Collision,Moderate,2025-06-29,34,MB,4,64,1,Approved
CL200706,CU300706,Health,1578.62,21135.72,Fire,Major,2024-07-30,40,QC,1,28,1,Approved
CL200707,CU300707,Health,1862.49,16034.81,Collision,Major,2025-12-03,43,BC,13,58,0,Approved
CL200708,CU300708,Life,1463.68,2468.87,Collision,Minor,2025-02-18,25,MB,9,76,0,Approved
CL200709,CU300709,Auto,1858.69,20335.43,Injury,Major,2024-05-24,35,ON,11,68,1,Approved
CL200710,CU300710,Life,1272.05,2205.24,Fire,Minor,2024-08-17,18,QC,8,30,0,Pending
CL200711,CU300711,Home,589.06,2143.32,Collision,Minor,2025-10-02,28,BC,6,77,0,Approved
CL200712,CU300712,Home,1713.22,6977.81,Collision,Moderate,2025-08-10,9,AB,4,40,0,Approved
CL200713,CU300713,Health,1462.87,9977.42,Water Damage,Moderate,2024-09-18,20,BC,10,47,0,Approved
CL200714,CU300714,Auto,1248.56,8550.31,Water Damage,Moderate,2024-07-10,26,ON,13,36,0,Approved
CL200715,CU300715,Health,1277.56,2213.33,Weather,Minor,2024-01-24,34,ON,5,60,0,Pending
CL200716,CU300716,Home,1620.76,3108.31,Collision,Minor,2024-03-31,17,MB,1,26,1,Pending
CL200717,CU300717,Health,1107.9,2506.0,Theft,Minor,2024-01-24,30,AB,3,60,0,Approved
CL200718,CU300718,Health,1607.6,2741.21,Collision,Minor,2024-08-28,19,AB,9,22,0,Approved
CL200719,CU300719,Home,1949.23,2677.54,Injury,Minor,2024-05-17,30,BC,4,68,0,Approved
CL200720,CU300720,Auto,2315.23,7364.3,Fire,Major,2024-01-15,24,AB,13,38,0,Pending
CL200721,CU300721,Auto,2039.9,500.0,Injury,Minor,2025-07-23,28,ON,5,49,0,Approved
CL200722,CU300722,Health,1517.93,19142.17,Theft,Major,2025-10-03,30,QC,8,32,0,Approved
CL200723,CU300723,Home,1558.22,1903.0,Injury,Minor,2025-10-16,10,SK,4,25,0,Approved
CL200724,CU300724,Health,1281.9,3787.05,Theft,Moderate,2025-09-02,20,BC,7,20,0,Pending
CL200725,CU300725,Auto,1254.43,1924.59,Theft,Minor,2024-04-03,33,BC,11,76,0,Rejected
CL200726,CU300726,Home,1816.25,3147.25,Fire,Minor,2024-04-30,12,QC,12,27,0,Approved
CL200727,CU300727,Health,1320.85,7701.34,Weather,Moderate,2025-09-09,8,BC,12,22,0,Approved
CL200728,CU300728,Health,1603.76,3040.23,Water Damage,Minor,2024-01-12,25,QC,8,49,1,Approved
CL200729,CU300729,Auto,1045.75,2817.17,Theft,Minor,2025-07-05,6,ON,7,75,0,Approved
CL200730,CU300730,Auto,2025.53,5199.09,Water Damage,Moderate,2024-04-01,35,MB,5,23,0,Approved
CL200731,CU300731,Health,1314.57,21913.79,Theft,Major,2024-02-08,45,AB,15,34,0,Approved
CL200732,CU300732,Health,1906.95,8148.05,Theft,Moderate,2025-07-23,30,SK,12,51,0,Pending
CL200733,CU300733,Auto,1154.39,2417.76,Collision,Minor,2025-06-17,21,SK,14,48,0,Rejected
CL200734,CU300734,Home,1132.18,2541.19,Collision,Minor,2024-03-03,36,AB,12,27,0,Pending
CL200735,CU300735,Auto,2007.77,8553.23,Injury,Moderate,2024-01-29,33,ON,2,75,0,Approved
CL200736,CU300736,Auto,1187.08,25284.93,Collision,Total Loss,2025-10-06,26,ON,4,40,0,Approved
CL200737,CU300737,Auto,791.48,3261.52,Theft,Minor,2024-07-10,34,BC,7,58,0,Approved
CL200738,CU300738,Auto,1013.22,2895.57,Collision,Minor,2025-12-08,13,SK,5,46,0,Approved
CL200739,CU300739,Health,1809.82,7004.43,Injury,Moderate,2025-01-22,19,AB,14,53,0,Approved
CL200740,CU300740,Auto,1769.46,45719.88,Water Damage,Total Loss,2025-12-15,15,BC,8,72,0,Pending
CL200741,CU300741,Health,1129.75,1593.97,Injury,Minor,2025-10-25,22,AB,4,38,0,Approved
CL200742,CU300742,Home,1184.68,15680.67,Collision,Major,2025-03-25,28,ON,9,67,0,Approved
CL200743,CU300743,Auto,1732.67,5662.79,Theft,Moderate,2024-03-17,17,MB,6,36,0,Approved
CL200744,CU300744,Auto,2002.69,2750.66,Collision,Minor,2025-10-16,20,ON,2,37,0,Approved
CL200745,CU300745,Auto,1421.1,23959.36,Water Damage,Major,2024-09-11,26,ON,15,20,1,Approved
CL200746,CU300746,Health,1682.78,5073.28,Collision,Moderate,2024-07-02,21,AB,15,39,0,Approved
CL200747,CU300747,Life,1816.84,4813.85,Water Damage,Minor,2025-02-25,33,QC,12,53,0,Approved
CL200748,CU300748,Health,2354.26,2036.07,Injury,Minor,2024-09-17,11,ON,5,56,0,Approved
CL200749,CU300749,Health,964.6,2752.48,Injury,Minor,2025-06-24,29,ON,13,44,0,Approved
CL200750,CU300750,Health,1169.14,2501.88,Injury,Minor,2024-07-12,23,ON,5,40,0,Rejected
CL200751,CU300751,Health,1237.28,18232.63,Theft,Major,2025-10-30,34,SK,14,32,0,Pending
CL200752,CU300752,Home,1797.56,5446.87,Collision,Moderate,2024-03-13,21,QC,14,72,0,Approved
CL200753,CU300753,Health,1344.19,23380.43,Theft,Major,2024-12-08,25,QC,3,41,0,Pending
CL200754,CU300754,Auto,1581.14,5326.31,Collision,Moderate,2025-12-02,25,ON,5,37,0,Approved
CL200755,CU300755,Auto,1501.17,3532.9,Injury,Moderate,2025-09-05,26,AB,11,74,0,Rejected
CL200756,CU300756,Health,1450.73,1714.6,Fire,Minor,2025-08-21,14,ON,4,56,0,Approved
CL200757,CU300757,Health,1495.11,25284.39,Water Damage,Major,2025-03-26,19,QC,13,69,0,Approved
CL200758,CU300758,Auto,1882.56,3375.33,Injury,Minor,2025-02-19,22,QC,11,41,0,Approved
CL200759,CU300759,Life,1042.35,1094.94,Collision,Minor,2024-05-28,28,ON,4,44,0,Rejected
CL200760,CU300760,Auto,1387.65,8594.91,Collision,Moderate,2024-08-05,30,BC,12,62,0,Rejected
CL200761,CU300761,Health,939.58,8011.06,Theft,Major,2025-02-27,42,BC,1,76,0,Approved
CL200762,CU300762,Life,1545.15,2480.94,Collision,Minor,2024-08-11,24,AB,6,65,0,Approved
CL200763,CU300763,Auto,1367.88,4632.81,Injury,Moderate,2024-08-17,19,QC,3,46,0,Approved
CL200764,CU300764,Life,1899.08,3123.55,Injury,Minor,2025-05-10,21,SK,1,54,0,Pending
CL200765,CU300765,Health,1447.97,20795.49,Injury,Major,2025-05-28,20,ON,12,39,0,Approved
CL200766,CU300766,Health,1263.59,8919.98,Fire,Moderate,2024-12-28,15,QC,3,45,0,Approved
CL200767,CU300767,Life,1346.38,16511.99,Injury,Major,2024-07-26,31,QC,11,41,0,Approved
CL200768,CU300768,Home,2173.84,2366.07,Weather,Minor,2024-05-08,19,AB,2,24,0,Approved
CL200769,CU300769,Home,790.57,4061.48,Water Damage,Moderate,2024-07-10,22,BC,14,70,0,Approved
CL200770,CU300770,Health,1186.44,1778.66,Injury,Minor,2024-08-28,9,BC,15,27,0,Pending
CL200771,CU300771,Auto,1465.12,8859.13,Injury,Moderate,2025-11-21,11,SK,5,34,0,Rejected
