customer_id,age,annual_income,loan_amount,interest_rate,credit_score,dti_ratio,utilization_rate,employment_length_years,grade,purpose,home_ownership,region,loan_status,default_flag
C100539,56,78246,11751,14.72,758,36.6,47.6,15,E,debt_consolidation,MORTGAGE,Ontario,Late (31-120 days),1
C100540,49,53659,16194,17.47,567,32.8,65.1,8,G,small_business,RENT,Ontario,Charged Off,1
C100541,25,108549,15904,8.26,643,28.1,75.0,11,C,debt_consolidation,MORTGAGE,Prairies,Current,0
C100542,67,79708,13123,15.62,660,40.6,73.2,6,E,debt_consolidation,RENT,Ontario,Current,0
C100543,54,35041,20999,16.68,606,29.3,47.7,4,G,debt_consolidation,OWN,West,Current,0
C100544,23,64388,19643,5.76,647,16.1,55.9,7,A,small_business,RENT,West,Current,0
C100545,56,125700,6865,9.26,742,24.8,10.9,11,C,debt_consolidation,RENT,Ontario,Current,0
C100546,62,55185,6439,7.64,697,12.6,50.0,6,B,credit_card,MORTGAGE,West,Current,0
C100547,47,73238,20973,5.0,663,15.8,36.8,4,A,debt_consolidation,RENT,West,Current,0
C100548,60,76546,12293,12.86,723,15.0,42.7,2,D,small_business,RENT,Ontario,Current,0
C100549,62,37553,20114,10.13,714,20.8,16.5,8,C,debt_consolidation,MORTGAGE,Ontario,Current,0
C100550,66,75344,23467,11.18,610,13.4,62.8,10,C,medical,MORTGAGE,West,Current,0
C100551,65,31977,9103,5.27,822,10.2,7.3,8,A,debt_consolidation,OWN,West,Current,0
C100552,30,45183,8119,10.56,738,19.4,47.5,4,B,debt_consolidation,RENT,Prairies,Current,0
C100553,22,97156,29721,13.71,613,21.5,33.2,3,F,debt_consolidation,RENT,Ontario,Current,0
C100554,51,70301,20461,5.0,811,1.5,23.5,6,A,debt_consolidation,MORTGAGE,Ontario,Current,0
C100555,52,52208,15065,10.1,711,6.3,67.9,5,B,credit_card,RENT,Ontario,Current,0
C100556,47,73197,11462,8.57,700,8.5,58.6,3,B,debt_consolidation,RENT,Ontario,Current,0
C100557,32,58277,14427,10.41,644,11.8,73.4,15,C,major_purchase,OWN,Atlantic,Current,0
C100558,65,60214,9666,10.52,712,20.9,75.1,5,C,credit_card,OWN,Prairies,Current,0
C100559,40,80464,24184,10.69,706,19.5,33.6,4,C,debt_consolidation,RENT,West,Current,0
C100560,55,43161,12563,6.36,725,22.5,72.9,9,A,credit_card,MORTGAGE,Prairies,Current,0
C100561,50,60971,25655,6.84,659,21.8,25.0,12,B,debt_consolidation,MORTGAGE,West,Current,0
C100562,63,52025,15196,14.98,643,28.5,66.2,7,E,debt_consolidation,RENT,Prairies,Current,0
C100563,54,29333,10697,12.79,654,23.8,43.0,10,D,debt_consolidation,MORTGAGE,Atlantic,Current,0
C100564,50,39569,15016,13.71,585,21.0,40.8,1,D,debt_consolidation,RENT,Prairies,Current,0
C100565,60,121260,2000,14.12,577,27.2,69.3,8,D,debt_consolidation,RENT,West,Current,0
C100566,23,71191,17155,14.4,667,27.4,67.8,1,E,medical,OTHER,Ontario,Current,0
C100567,54,33004,16809,5.0,581,17.6,74.4,2,A,home_improvement,MORTGAGE,Atlantic,Current,0
C100568,48,29937,23773,10.13,713,25.4,50.8,9,B,medical,RENT,West,Current,0
C100569,57,56927,4796,8.78,654,1.6,54.2,3,C,debt_consolidation,MORTGAGE,Ontario,Current,0
C100570,31,120878,26133,8.41,774,14.5,51.3,0,B,major_purchase,OWN,Ontario,Current,0
C100571,49,55048,23744,13.69,609,18.9,61.1,2,E,credit_card,RENT,Prairies,Current,0
C100572,34,107813,26764,9.48,716,26.1,56.4,12,C,debt_consolidation,OWN,Ontario,Current,0
C100573,26,70148,17631,14.92,614,32.0,58.8,9,E,major_purchase,OWN,Prairies,Charged Off,1
C100574,48,74018,25097,14.29,642,10.8,68.0,6,E,debt_consolidation,RENT,Prairies,Late (31-120 days),1
C100575,22,32824,7701,10.62,721,27.9,17.0,15,C,credit_card,MORTGAGE,Prairies,Current,0
C100576,25,91298,22991,15.02,589,14.3,54.9,6,F,major_purchase,MORTGAGE,West,Current,0
C100577,45,51497,12602,9.79,735,10.0,20.2,14,C,home_improvement,MORTGAGE,Ontario,Current,0
C100578,63,88291,6440,13.08,581,19.4,62.9,5,E,credit_card,RENT,Ontario,Charged Off,1
C100579,54,41507,10131,7.76,718,14.3,76.1,0,B,credit_card,RENT,Prairies,Current,0
C100580,21,64840,18039,9.86,731,7.1,36.9,1,C,debt_consolidation,RENT,Ontario,Current,0
C100581,26,70151,12230,12.21,716,22.5,49.0,4,C,vacation,MORTGAGE,West,Charged Off,1
C100582,41,55865,20633,5.69,829,19.8,50.9,2,A,debt_consolidation,MORTGAGE,West,Current,0
C100583,41,71829,5342,5.45,660,23.9,14.1,2,B,debt_consolidation,MORTGAGE,Ontario,Current,0
C100584,22,53110,3110,17.67,538,19.5,52.1,6,F,debt_consolidation,MORTGAGE,West,Charged Off,1
C100585,33,44709,27607,12.54,603,19.2,62.6,15,D,medical,RENT,Ontario,Late (31-120 days),1
C100586,26,123311,24327,5.84,760,14.8,1.0,3,A,small_business,RENT,Prairies,Current,0
C100587,47,95993,10655,7.48,729,28.3,28.0,3,B,credit_card,MORTGAGE,Ontario,Current,0
C100588,51,42515,17979,6.86,708,1.0,67.1,15,B,medical,MORTGAGE,Prairies,Current,0
C100589,39,77327,25137,8.33,662,8.3,69.2,3,A,debt_consolidation,MORTGAGE,Prairies,Current,0
C100590,47,42864,20934,16.06,656,22.5,58.4,13,F,major_purchase,RENT,Ontario,Current,0
C100591,30,35133,19038,7.91,613,10.4,71.1,9,C,debt_consolidation,RENT,Ontario,Current,0
C100592,61,95341,25666,8.39,766,14.7,46.4,14,B,credit_card,OWN,West,Current,0
C100593,21,27810,12885,11.45,837,17.1,46.6,8,C,debt_consolidation,RENT,Atlantic,Current,0
C100594,44,90861,18218,6.19,744,10.4,38.7,9,A,vacation,RENT,Prairies,Current,0
C100595,36,53438,17875,6.92,734,17.0,47.3,3,B,medical,MORTGAGE,West,Current,0
C100596,42,54437,16091,10.81,631,23.9,42.4,9,D,credit_card,MORTGAGE,Prairies,Current,0
C100597,45,71998,15271,10.9,558,17.8,82.6,10,D,debt_consolidation,OWN,Ontario,Current,0
C100598,51,77772,18510,19.83,559,20.8,87.1,15,G,debt_consolidation,OWN,Ontario,Charged Off,1
C100599,64,41281,18241,11.91,598,18.3,81.3,1,D,credit_card,MORTGAGE,Ontario,Current,0
C100600,47,82700,10661,7.99,600,17.9,49.0,2,C,debt_consolidation,RENT,Ontario,Current,0
C100601,31,63008,23613,14.46,731,8.8,28.2,0,E,debt_consolidation,MORTGAGE,West,Current,0
C100602,45,34022,11165,16.17,629,25.7,76.9,12,F,home_improvement,OWN,Prairies,Current,0
C100603,45,55468,16472,11.46,679,16.3,59.5,1,D,home_improvement,RENT,West,Current,0
C100604,61,111477,15933,16.78,575,32.8,64.3,14,G,medical,OWN,Ontario,Charged Off,1
C100605,47,127321,20507,12.72,626,25.1,42.8,5,E,credit_card,MORTGAGE,West,Late (31-120 days),1
C100606,61,82686,3166,15.3,689,29.2,56.6,4,E,debt_consolidation,RENT,Ontario,Current,0
C100607,51,35044,24236,6.3,722,7.9,26.6,15,A,credit_card,MORTGAGE,Ontario,Current,0
C100608,47,74665,13261,12.57,687,16.9,60.5,11,D,debt_consolidation,MORTGAGE,Ontario,Current,0
C100609,36,87806,26540,10.29,669,9.3,75.4,8,C,home_improvement,RENT,West,Current,0
C100610,33,82998,14653,10.39,661,13.1,80.6,14,C,small_business,RENT,West,Current,0
C100611,25,85240,17658,11.44,581,28.3,70.7,12,D,debt_consolidation,MORTGAGE,Atlantic,Current,0
C100612,46,70507,31397,17.75,483,34.4,41.2,10,G,debt_consolidation,RENT,Ontario,Late (31-120 days),1
C100613,64,57955,16059,19.4,578,16.0,61.7,5,G,major_purchase,RENT,Ontario,Charged Off,1
C100614,21,45535,26672,9.7,705,13.3,86.1,15,B,credit_card,MORTGAGE,Ontario,Current,0
C100615,65,25487,18273,10.53,587,19.0,41.8,11,D,credit_card,MORTGAGE,Atlantic,Charged Off,1
C100616,61,69762,20908,11.75,656,23.6,50.6,15,D,small_business,MORTGAGE,Prairies,Current,0
C100617,41,65103,18490,9.01,705,4.2,73.0,15,B,credit_card,OWN,Atlantic,Current,0
C100618,35,76950,23935,8.26,605,3.8,67.0,8,A,debt_consolidation,OWN,West,Current,0
C100619,48,32797,13201,8.14,674,18.4,94.8,5,A,major_purchase,MORTGAGE,Atlantic,Current,0
C100620,61,80038,11112,13.05,658,7.4,38.3,15,E,medical,RENT,West,Current,0
C100621,22,150926,13530,11.53,701,14.9,30.1,15,C,debt_consolidation,MORTGAGE,Prairies,Current,0
C100622,42,62026,18698,18.07,529,25.1,84.3,1,G,debt_consolidation,RENT,West,Current,0
C100623,23,58236,16454,11.25,689,20.9,27.4,10,C,home_improvement,OWN,Ontario,Current,0
C100624,51,68806,22972,18.95,648,23.0,48.8,9,G,home_improvement,MORTGAGE,Atlantic,Charged Off,1
C100625,24,149425,27133,8.48,723,15.4,44.9,11,C,credit_card,RENT,Prairies,Current,0
C100626,35,37773,11169,14.66,631,26.9,72.4,15,E,credit_card,MORTGAGE,Prairies,Current,0
C100627,55,65607,12862,7.21,698,17.0,59.2,4,A,home_improvement,MORTGAGE,Prairies,Current,0
C100628,56,41779,7946,9.98,645,13.5,60.8,15,C,credit_card,OWN,West,Late (31-120 days),1
C100629,31,46810,32213,13.7,662,21.3,43.9,10,E,debt_consolidation,RENT,Ontario,Current,0
C100630,45,58553,20133,14.11,625,25.2,76.1,1,F,debt_consolidation,OWN,West,Current,0
C100631,29,109787,21359,14.82,671,33.0,100.0,8,E,credit_card,RENT,Atlantic,Late (31-120 days),1
C100632,48,134652,8619,6.25,731,20.5,57.9,2,A,medical,MORTGAGE,Atlantic,Current,0
C100633,21,73252,17992,6.89,747,25.0,45.9,15,B,credit_card,OWN,West,Current,0
C100634,59,50541,21565,5.61,729,10.7,22.2,12,A,credit_card,RENT,Ontario,Current,0
C100635,22,183824,16231,6.19,767,11.3,30.9,14,A,medical,RENT,Atlantic,Current,0
C100636,49,49395,25530,11.33,706,17.9,43.7,9,D,credit_card,MORTGAGE,Atlantic,Current,0
C100637,40,46304,34183,12.0,614,18.5,45.5,6,D,credit_card,OWN,Ontario,Current,0
C100638,31,26938,11371,11.9,537,13.9,61.3,6,E,debt_consolidation,RENT,West,Current,0
C100639,46,112223,10845,15.62,721,29.9,78.3,15,E,small_business,MORTGAGE,West,Late (31-120 days),1
C100640,27,92569,11856,12.02,672,25.7,72.8,2,D,home_improvement,MORTGAGE,Ontario,Current,0
C100641,48,177729,29243,12.68,542,18.9,58.3,14,E,small_business,RENT,Prairies,Current,0
C100642,51,32039,25296,5.0,685,19.5,27.5,6,A,debt_consolidation,MORTGAGE,Ontario,Current,0
C100643,42,115402,17051,9.23,744,18.1,68.4,9,B,credit_card,RENT,Ontario,Current,0
C100644,37,61794,18256,12.67,643,24.5,51.9,10,D,debt_consolidation,RENT,Prairies,Current,0
C100645,42,86055,12284,14.25,608,11.6,24.6,1,E,vacation,OWN,West,Current,0
C100646,65,28524,24230,7.04,801,14.0,52.4,2,A,debt_consolidation,RENT,Prairies,Current,0
C100647,56,115918,15341,11.03,622,17.6,73.0,2,C,home_improvement,OWN,Atlantic,Charged Off,1
C100648,21,85300,16179,12.23,614,23.9,11.5,12,D,home_improvement,MORTGAGE,Prairies,Current,0
C100649,34,58835,22262,5.69,736,10.6,30.2,1,A,debt_consolidation,MORTGAGE,West,Current,0
C100650,22,80042,16684,9.5,701,1.0,45.9,9,C,credit_card,RENT,Atlantic,Current,0
C100651,32,42426,16355,16.51,641,14.9,66.1,1,F,debt_consolidation,RENT,Ontario,Current,0
C100652,57,46132,18074,13.68,708,19.1,38.0,12,D,credit_card,MORTGAGE,Ontario,Current,0
C100653,61,48603,23567,7.88,713,16.9,31.9,15,B,vacation,MORTGAGE,Ontario,Current,0
C100654,42,26011,29525,15.77,663,32.8,64.2,6,E,credit_card,MORTGAGE,Prairies,Current,0
C100655,53,88238,22098,8.45,688,20.6,40.6,3,B,vacation,RENT,Atlantic,Current,0
C100656,38,102357,23623,14.46,639,21.6,62.8,7,E,debt_consolidation,RENT,Atlantic,Charged Off,1
C100657,43,43669,16601,10.89,708,16.3,27.3,11,B,credit_card,RENT,Prairies,Current,0
C100658,59,70031,13045,11.98,692,25.7,24.3,11,C,medical,MORTGAGE,Prairies,Current,0
C100659,33,53131,22578,10.01,744,12.4,57.9,10,B,major_purchase,RENT,Prairies,Current,0
C100660,35,69406,19199,7.04,733,15.5,49.8,9,B,debt_consolidation,MORTGAGE,Ontario,Current,0
C100661,27,45143,8042,18.63,616,14.9,71.6,10,F,home_improvement,MORTGAGE,Ontario,Current,0
C100662,31,40234,15704,7.9,657,26.4,42.0,3,B,major_purchase,RENT,Ontario,Current,0
C100663,22,96128,17420,5.73,728,17.7,31.4,3,A,small_business,MORTGAGE,Atlantic,Current,0
C100664,59,58178,14427,5.41,700,11.5,72.5,14,B,home_improvement,MORTGAGE,Ontario,Current,0
C100665,61,148739,28372,12.39,669,18.7,23.2,9,D,debt_consolidation,OWN,Ontario,Current,0
C100666,40,61135,21359,12.7,757,24.6,65.8,13,E,debt_consolidation,RENT,Ontario,Current,0
C100667,48,39469,27612,18.49,563,22.2,83.2,10,G,home_improvement,MORTGAGE,Ontario,Charged Off,1
C100668,32,103998,19844,6.61,725,12.8,61.4,7,B,credit_card,RENT,West,Current,0
C100669,23,79528,18570,12.16,739,13.4,32.4,9,C,debt_consolidation,MORTGAGE,Ontario,Current,0
C100670,45,83041,11444,6.66,729,17.4,30.9,11,A,debt_consolidation,MORTGAGE,Ontario,Current,0
C100671,28,102311,18084,12.74,809,15.5,35.1,2,C,credit_card,RENT,West,Current,0
C100672,60,44634,18091,16.77,571,20.8,35.4,7,G,credit_card,MORTGAGE,Ontario,Current,0
C100673,34,56542,8430,13.86,676,10.1,32.7,11,D,credit_card,MORTGAGE,Ontario,Current,0
C100674,55,55428,14223,7.84,636,18.5,64.9,1,C,credit_card,RENT,Prairies,Current,0
C100675,33,33495,15737,8.25,683,15.2,61.1,1,B,debt_consolidation,MORTGAGE,Ontario,Current,0
C100676,26,53177,20894,15.24,628,20.2,35.1,2,F,major_purchase,RENT,Prairies,Current,0
C100677,46,109247,21229,9.46,727,19.4,57.9,9,C,home_improvement,OWN,Ontario,Charged Off,1
C100678,29,66623,13931,5.38,742,20.2,52.7,3,A,debt_consolidation,MORTGAGE,Ontario,Current,0
C100679,39,32672,21282,6.9,771,21.4,69.3,6,B,credit_card,MORTGAGE,West,Current,0
C100680,34,29729,16725,5.0,719,18.9,56.7,2,A,credit_card,OWN,Prairies,Current,0
C100681,62,126646,2000,7.47,684,14.8,68.4,4,B,home_improvement,MORTGAGE,West,Current,0
C100682,44,57489,14607,6.14,850,11.0,44.1,0,A,home_improvement,RENT,West,Current,0
C100683,54,44742,25553,11.4,702,10.7,65.5,12,C,home_improvement,RENT,Ontario,Current,0
C100684,48,52929,6227,12.35,618,15.3,31.7,7,D,home_improvement,RENT,West,Current,0
C100685,63,30798,18789,9.4,664,16.6,48.8,2,B,debt_consolidation,OWN,Atlantic,Current,0
C100686,41,113595,29097,8.23,628,12.5,53.3,8,C,debt_consolidation,OWN,Prairies,Current,0
C100687,61,50168,12676,17.48,644,24.7,48.3,14,G,debt_consolidation,MORTGAGE,Prairies,Current,0
C100688,63,110783,18015,12.85,638,12.7,61.2,13,D,credit_card,RENT,Atlantic,Current,0
C100689,64,61282,8872,10.41,687,6.4,60.5,14,C,credit_card,RENT,Ontario,Current,0
C100690,53,113924,29391,6.97,699,22.2,55.1,6,B,small_business,OWN,Ontario,Current,0
C100691,67,67206,17417,17.12,654,19.2,48.6,5,F,debt_consolidation,RENT,Ontario,Current,0
C100692,56,87900,18326,7.36,655,10.6,38.5,5,B,home_improvement,MORTGAGE,Atlantic,Current,0
C100693,35,82751,27480,7.07,643,8.8,72.5,4,B,debt_consolidation,RENT,West,Current,0
C100694,28,79259,22630,16.58,626,25.5,60.5,14,F,credit_card,RENT,West,Current,0
C100695,30,70022,11871,10.01,713,27.6,28.6,2,C,home_improvement,MORTGAGE,Atlantic,Current,0
C100696,47,53918,13469,11.37,676,16.7,46.5,13,D,debt_consolidation,OWN,West,Current,0
C100697,28,141768,21465,9.33,635,16.5,22.0,14,C,debt_consolidation,MORTGAGE,Ontario,Current,0
C100698,32,39810,13631,10.72,695,27.0,49.1,13,D,credit_card,MORTGAGE,Ontario,Current,0
C100699,50,59990,3179,7.53,661,3.8,47.7,10,B,home_improvement,RENT,Ontario,Current,0
C100700,36,60277,17627,9.32,673,30.3,39.9,13,B,debt_consolidation,OWN,Ontario,Current,0
C100701,53,71761,7639,8.29,650,33.6,80.7,0,B,medical,MORTGAGE,Atlantic,Current,0
C100702,67,49352,29314,7.15,796,1.0,19.2,13,A,vacation,MORTGAGE,West,Current,0
C100703,25,68984,19238,16.62,649,21.8,65.0,8,F,major_purchase,MORTGAGE,Ontario,Current,0
C100704,51,55493,11664,7.27,735,11.5,84.4,15,B,debt_consolidation,RENT,Ontario,Current,0
C100705,59,29382,13110,8.02,749,16.1,63.3,1,C,home_improvement,RENT,Prairies,Current,0
C100706,27,60132,4774,12.89,791,18.1,39.8,14,E,debt_consolidation,OWN,Atlantic,Current,0
C100707,57,36488,10304,13.19,542,26.7,40.8,9,E,major_purchase,MORTGAGE,Ontario,Late (31-120 days),1
C100708,44,27434,25114,9.1,639,17.2,28.6,1,C,credit_card,RENT,West,Current,0
C100709,50,63678,33623,11.18,646,11.6,45.1,8,C,debt_consolidation,RENT,Atlantic,Current,0
C100710,23,74574,23085,19.16,545,22.8,48.6,0,G,debt_consolidation,OTHER,Atlantic,Late (31-120 days),1
C100711,41,75888,17356,14.65,599,23.1,43.5,1,D,major_purchase,MORTGAGE,West,Late (31-120 days),1
C100712,38,77283,14976,13.08,620,12.7,48.8,8,E,major_purchase,MORTGAGE,Ontario,Late (31-120 days),1
C100713,28,25093,11305,17.92,547,11.0,58.9,13,F,credit_card,RENT,West,Current,0
C100714,56,32453,32418,15.91,654,34.9,60.6,1,E,credit_card,OWN,West,Current,0
C100715,44,145522,16679,7.72,705,12.0,25.3,4,B,small_business,OWN,Prairies,Current,0
C100716,62,37375,32809,10.57,706,17.0,35.2,6,C,major_purchase,MORTGAGE,Atlantic,Current,0
C100717,28,78817,27755,7.49,752,12.2,40.8,8,A,small_business,RENT,West,Current,0
C100718,55,43953,5814,11.93,691,23.3,45.2,0,D,credit_card,MORTGAGE,West,Current,0
C100719,49,62060,13338,17.84,571,36.4,91.8,10,G,home_improvement,OWN,Ontario,Current,0
C100720,51,45028,13317,9.25,797,22.1,44.1,7,C,major_purchase,MORTGAGE,Prairies,Current,0
C100721,35,77087,17441,7.17,693,7.4,19.5,15,C,debt_consolidation,OWN,West,Current,0
C100722,53,63675,17578,6.08,622,5.3,62.0,4,A,credit_card,MORTGAGE,West,Current,0
C100723,32,48936,38974,17.15,537,21.2,71.4,7,G,debt_consolidation,RENT,Ontario,Charged Off,1
C100724,56,37325,10459,5.0,628,13.1,51.7,1,A,credit_card,MORTGAGE,Ontario,Current,0
C100725,41,67542,19603,6.51,725,2.9,24.1,14,A,small_business,MORTGAGE,Ontario,Current,0
C100726,43,34692,22316,6.26,695,22.2,80.1,13,B,debt_consolidation,RENT,West,Current,0
C100727,48,72574,17989,6.97,698,7.4,28.9,5,A,credit_card,RENT,Ontario,Current,0
C100728,24,195227,18771,10.58,791,28.5,52.3,7,C,debt_consolidation,MORTGAGE,Ontario,Current,0
C100729,38,109928,10686,9.52,710,30.7,50.8,13,C,major_purchase,RENT,Prairies,Current,0
C100730,30,82723,18745,7.92,742,14.8,55.3,4,B,major_purchase,MORTGAGE,West,Current,0
C100731,66,57611,21580,5.0,673,18.1,81.0,3,A,credit_card,RENT,Prairies,Current,0
C100732,40,25023,20293,6.9,669,6.4,60.7,3,A,home_improvement,RENT,Prairies,Current,0
C100733,21,33023,21991,8.22,704,20.9,37.6,11,B,debt_consolidation,RENT,West,Current,0
C100734,22,106645,27888,6.31,734,11.5,65.1,3,A,major_purchase,MORTGAGE,Atlantic,Current,0
C100735,63,41966,24559,12.6,556,11.9,48.6,1,D,home_improvement,MORTGAGE,Ontario,Charged Off,1
C100736,28,43710,18499,7.23,692,14.5,51.6,2,B,debt_consolidation,MORTGAGE,Ontario,Current,0
C100737,21,55573,9798,6.18,703,13.2,24.5,15,B,vacation,MORTGAGE,West,Current,0
C100738,30,37126,13800,9.15,690,14.2,30.2,13,B,debt_consolidation,RENT,Ontario,Current,0
C100739,31,34474,16463,10.83,635,24.6,54.3,15,C,home_improvement,MORTGAGE,Ontario,Current,0
C100740,24,58530,19766,5.36,694,9.5,55.1,4,A,debt_consolidation,OTHER,Atlantic,Current,0
C100741,67,40087,14652,6.49,714,27.1,16.2,7,A,home_improvement,MORTGAGE,Prairies,Current,0
C100742,23,42896,11450,15.51,641,11.7,61.9,7,E,debt_consolidation,RENT,Ontario,Current,0
C100743,55,42128,9683,7.37,757,26.3,28.5,8,A,debt_consolidation,MORTGAGE,Prairies,Current,0
C100744,60,75740,6442,9.32,739,10.9,67.8,0,C,credit_card,RENT,Ontario,Current,0
C100745,51,53935,16355,8.21,664,18.0,44.7,9,C,vacation,RENT,Atlantic,Current,0
C100746,27,55251,7712,6.42,677,13.1,29.7,0,B,debt_consolidation,RENT,Ontario,Current,0
C100747,55,78325,10996,9.63,704,15.6,49.0,4,C,home_improvement,RENT,Ontario,Current,0
C100748,36,56167,15243,15.75,670,26.6,34.0,4,E,credit_card,RENT,Atlantic,Current,0
C100749,40,52827,8649,13.13,612,31.5,78.2,10,E,major_purchase,MORTGAGE,Atlantic,Current,0
C100750,32,73991,20658,7.28,745,24.8,44.3,14,B,debt_consolidation,RENT,West,Current,0
C100751,57,80877,23182,7.26,756,13.7,40.6,11,B,credit_card,MORTGAGE,West,Current,0
C100752,48,56040,14154,7.36,773,17.8,52.6,6,B,medical,OWN,Ontario,Current,0
C100753,28,62086,14941,9.99,778,12.5,23.4,8,C,debt_consolidation,MORTGAGE,Atlantic,Current,0
C100754,40,42116,21762,10.46,610,12.6,32.3,8,D,credit_card,MORTGAGE,Ontario,Current,0
C100755,58,40648,13002,9.3,703,8.5,55.1,2,B,major_purchase,MORTGAGE,Prairies,Current,0
C100756,65,84636,12521,7.83,703,13.4,28.0,15,B,debt_consolidation,RENT,Ontario,Current,0
C100757,65,73147,26375,18.97,609,24.2,35.8,14,F,credit_card,RENT,West,Current,0
C100758,27,73489,24189,5.0,688,1.6,64.1,3,A,debt_consolidation,MORTGAGE,West,Current,0
C100759,61,67940,22211,11.91,598,17.7,66.0,1,C,major_purchase,OWN,West,Current,0
C100760,47,61132,24480,13.67,663,30.1,28.5,2,D,medical,MORTGAGE,West,Current,0
C100761,55,81911,4159,5.51,682,22.9,38.4,10,A,home_improvement,OWN,Ontario,Current,0
C100762,39,91199,27477,5.53,729,10.9,29.3,0,A,home_improvement,MORTGAGE,Prairies,Current,0
C100763,51,90224,20744,5.0,680,5.2,81.6,1,A,credit_card,MORTGAGE,West,Current,0
C100764,33,57219,25075,14.91,554,25.7,76.5,10,F,debt_consolidation,MORTGAGE,Ontario,Late (31-120 days),1
C100765,45,111764,20710,6.0,737,1.0,37.3,2,A,debt_consolidation,OWN,Prairies,Current,0
C100766,31,66357,18342,8.02,710,24.3,57.5,1,B,debt_consolidation,MORTGAGE,Prairies,Current,0
C100767,39,79584,16073,5.0,756,13.5,18.9,0,A,debt_consolidation,OTHER,Prairies,Current,0
C100768,40,67978,20570,8.75,844,27.8,23.9,11,A,home_improvement,OWN,West,Current,0
C100769,61,66913,15818,11.69,673,7.4,52.1,5,D,debt_consolidation,MORTGAGE,Ontario,Current,0
C100770,50,42998,24075,8.08,729,22.9,53.7,4,B,debt_consolidation,RENT,West,Current,0
C100771,51,82093,6895,9.25,621,17.3,52.8,10,C,credit_card,RENT,West,Current,0
C100772,34,215428,14209,9.68,609,15.7,60.0,2,C,debt_consolidation,MORTGAGE,West,Current,0
C100773,41,50582,32314,13.57,723,11.4,47.5,8,E,debt_consolidation,RENT,Prairies,Current,0
C100774,43,61818,13617,6.0,673,19.2,47.3,7,A,debt_consolidation,MORTGAGE,West,Current,0
C100775,57,48982,16329,13.98,579,25.7,52.8,10,E,debt_consolidation,MORTGAGE,Prairies,Current,0
C100776,29,48069,11822,12.97,656,32.0,44.0,9,D,credit_card,OWN,West,Charged Off,1
C100777,23,119971,20351,6.27,719,22.1,50.6,10,A,small_business,OWN,West,Current,0
C100778,44,44230,12846,14.85,586,16.8,64.9,3,E,major_purchase,MORTGAGE,Atlantic,Charged Off,1
C100779,59,48371,16701,13.99,619,14.0,58.3,2,E,small_business,RENT,Prairies,Charged Off,1
C100780,55,29308,23942,8.28,770,6.9,21.0,8,B,home_improvement,RENT,West,Current,0
C100781,59,42577,13109,15.71,570,32.8,40.9,0,F,medical,MORTGAGE,Ontario,Charged Off,1
C100782,39,27756,23520,11.2,603,12.6,63.3,7,C,credit_card,RENT,West,Current,0
C100783,31,79564,23756,12.39,710,29.9,73.7,10,D,home_improvement,MORTGAGE,Ontario,Current,0
C100784,52,211053,25385,17.81,619,27.7,57.5,13,G,credit_card,OTHER,West,Charged Off,1
C100785,22,50767,18984,7.77,668,18.8,43.3,10,B,debt_consolidation,MORTGAGE,Ontario,Current,0
C100786,63,28281,40689,13.87,549,18.9,64.6,15,E,debt_consolidation,MORTGAGE,Atlantic,Current,0
C100787,54,89769,25382,8.04,661,21.1,30.8,8,B,debt_consolidation,MORTGAGE,West,Current,0
C100788,44,43169,20274,13.93,633,20.9,77.1,7,E,small_business,OWN,West,Charged Off,1
C100789,30,107442,11869,11.33,722,16.9,49.5,3,D,debt_consolidation,RENT,Ontario,Current,0
C100790,32,52738,17321,8.92,645,21.4,40.5,10,B,home_improvement,MORTGAGE,Atlantic,Current,0
C100791,67,45057,27984,10.99,675,17.0,47.1,12,C,major_purchase,RENT,Prairies,Current,0
C100792,21,55266,29967,10.14,739,10.9,35.3,5,B,credit_card,MORTGAGE,Ontario,Current,0
C100793,21,84204,28348,5.28,593,19.2,80.5,1,A,debt_consolidation,RENT,West,Current,0
C100794,37,54050,23496,6.8,781,14.6,37.6,0,A,credit_card,MORTGAGE,Ontario,Current,0
C100795,31,47881,9210,5.71,637,19.9,56.0,10,B,debt_consolidation,MORTGAGE,Prairies,Current,0
C100796,52,54750,21410,6.99,742,11.8,54.8,10,A,vacation,RENT,Ontario,Current,0
C100797,22,33781,9310,5.0,738,6.5,31.5,1,A,home_improvement,MORTGAGE,West,Current,0
C100798,57,71587,7588,10.82,718,31.6,50.0,0,D,small_business,RENT,Ontario,Current,0
C100799,57,26795,19674,12.4,688,30.3,53.9,10,D,credit_card,RENT,West,Current,0
C100800,31,49028,21662,11.25,527,25.7,34.4,6,D,home_improvement,RENT,Ontario,Late (31-120 days),1
C100801,48,84265,24324,7.09,659,13.8,56.0,6,B,small_business,RENT,Ontario,Current,0
C100802,52,68622,21480,15.42,622,20.4,53.7,4,F,debt_consolidation,OTHER,Ontario,Current,0
C100803,60,78092,21721,10.88,669,27.7,52.9,11,C,debt_consolidation,OTHER,Atlantic,Current,0
C100804,55,58147,11107,5.0,750,12.5,44.5,11,A,debt_consolidation,MORTGAGE,Ontario,Current,0
C100805,66,101355,17265,5.94,767,10.6,47.1,0,A,credit_card,MORTGAGE,Ontario,Current,0
C100806,26,90773,7450,11.55,691,32.6,72.8,1,D,major_purchase,MORTGAGE,West,Late (31-120 days),1
