order_id,order_date,product_category,sub_category,product_name,region,customer_segment,sales,profit,quantity,discount
O401091,2024-01-25,Office Supplies,Storage,Storage Standard,Central,Home Office,296.22,26.48,3,0.1
O401092,2024-01-18,Office Supplies,Storage,Storage Plus,West,Home Office,84.09,16.75,1,0.1
O401093,2024-02-06,Technology,Phones,Phones Standard,East,Corporate,447.44,43.82,1,0.05
O401094,2023-09-04,Office Supplies,Binders,Binders Pro,East,Home Office,925.04,116.63,6,0.15
O401095,2023-05-17,Technology,Machines,Machines Plus,Atlantic,Corporate,982.57,165.36,2,0.1
O401096,2024-09-12,Office Supplies,Binders,Binders Pro,Central,Consumer,90.08,15.43,1,0.0
O401097,2024-12-25,Furniture,Furnishings,Furnishings Lite,Central,Consumer,1939.17,274.1,6,0.1
O401098,2023-08-10,Office Supplies,Binders,Binders Standard,East,Home Office,905.27,210.79,7,0.0
O401099,2023-12-30,Technology,Accessories,Accessories Plus,West,Corporate,1464.26,187.62,3,0.15
O401100,2023-03-29,Furniture,Chairs,Chairs Lite,Central,Home Office,822.49,60.75,3,0.2
O401101,2023-05-02,Technology,Copiers,Copiers Plus,Central,Corporate,2294.05,515.07,5,0.0
O401102,2023-10-10,Office Supplies,Storage,Storage Max,West,Home Office,70.39,18.31,1,0.0
O401103,2024-07-17,Office Supplies,Storage,Storage Plus,Central,Corporate,306.53,57.36,2,0.0
O401104,2024-06-22,Office Supplies,Storage,Storage Lite,West,Home Office,366.49,32.78,7,0.15
O401105,2024-08-04,Office Supplies,Storage,Storage Max,Central,Home Office,742.58,152.89,6,0.0
O401106,2023-03-13,Technology,Phones,Phones Lite,Central,Consumer,610.27,93.81,2,0.1
O401107,2023-02-06,Office Supplies,Paper,Paper Pro,West,Corporate,448.35,58.61,5,0.05
O401108,2023-08-09,Furniture,Chairs,Chairs Lite,Central,Consumer,2220.61,164.64,7,0.15
O401109,2023-09-24,Office Supplies,Storage,Storage Lite,East,Home Office,215.76,40.72,2,0.1
O401110,2024-02-16,Technology,Accessories,Accessories Standard,East,Corporate,122.7,14.84,2,0.1
O401111,2024-04-12,Office Supplies,Binders,Binders Standard,Atlantic,Consumer,703.65,121.79,7,0.1
O401112,2023-05-31,Furniture,Furnishings,Furnishings Pro,Atlantic,Consumer,1593.81,76.91,7,0.15
O401113,2024-10-19,Furniture,Tables,Tables Max,East,Consumer,1696.44,198.62,4,0.05
O401114,2024-08-20,Technology,Phones,Phones Max,Central,Consumer,902.0,173.47,4,0.05
O401115,2023-09-06,Furniture,Chairs,Chairs Plus,East,Consumer,1035.97,273.05,2,0.0
O401116,2024-05-31,Technology,Accessories,Accessories Standard,Central,Home Office,545.94,102.88,1,0.0
O401117,2023-08-28,Office Supplies,Appliances,Appliances Standard,East,Corporate,411.63,67.01,4,0.05
O401118,2023-02-18,Office Supplies,Binders,Binders Standard,East,Home Office,184.33,13.77,2,0.1
O401119,2024-08-12,Office Supplies,Paper,Paper Max,West,Consumer,251.62,25.06,3,0.1
O401120,2023-03-10,Furniture,Tables,Tables Pro,Atlantic,Consumer,1688.79,-114.62,7,0.3
O401121,2023-06-25,Office Supplies,Storage,Storage Plus,Atlantic,Home Office,608.37,154.81,7,0.0
O401122,2023-08-31,Furniture,Bookcases,Bookcases Standard,West,Corporate,1070.17,53.78,4,0.1
O401123,2024-12-17,Office Supplies,Paper,Paper Pro,Central,Consumer,189.63,31.35,3,0.15
O401124,2024-04-13,Furniture,Furnishings,Furnishings Lite,East,Home Office,2575.78,150.42,7,0.05
O401125,2024-09-24,Furniture,Chairs,Chairs Max,West,Consumer,2068.84,191.93,7,0.1
O401126,2024-12-27,Furniture,Tables,Tables Pro,West,Consumer,1231.32,170.69,5,0.05
O401127,2024-12-15,Furniture,Chairs,Chairs Max,Central,Corporate,1617.49,121.13,6,0.05
O401128,2024-05-02,Office Supplies,Paper,Paper Max,West,Corporate,363.6,87.9,4,0.0
O401129,2023-10-10,Technology,Accessories,Accessories Lite,East,Corporate,2330.27,368.14,5,0.0
O401130,2023-11-19,Office Supplies,Appliances,Appliances Max,Atlantic,Consumer,255.69,34.11,4,0.05
O401131,2023-05-13,Furniture,Bookcases,Bookcases Standard,West,Consumer,652.58,31.12,2,0.2
O401132,2024-04-15,Technology,Phones,Phones Pro,East,Consumer,445.47,89.38,1,0.0
O401133,2024-04-13,Office Supplies,Storage,Storage Pro,Atlantic,Consumer,101.16,25.26,1,0.0
O401134,2025-02-16,Office Supplies,Appliances,Appliances Pro,Central,Consumer,781.29,170.15,6,0.1
O401135,2023-06-01,Office Supplies,Binders,Binders Lite,West,Corporate,667.98,38.45,7,0.3
O401136,2024-08-28,Furniture,Bookcases,Bookcases Lite,West,Home Office,786.2,87.46,4,0.0
O401137,2023-08-01,Office Supplies,Paper,Paper Lite,Central,Home Office,594.69,77.76,4,0.15
O401138,2023-03-04,Office Supplies,Appliances,Appliances Lite,West,Corporate,106.01,25.15,7,0.0
O401139,2023-11-17,Office Supplies,Paper,Paper Standard,Central,Consumer,1160.33,247.22,7,0.0
O401140,2025-02-10,Technology,Copiers,Copiers Max,West,Consumer,1900.88,164.04,6,0.2
O401141,2024-01-06,Technology,Copiers,Copiers Plus,Atlantic,Home Office,1923.08,132.63,4,0.15
O401142,2023-05-29,Technology,Accessories,Accessories Plus,East,Consumer,2274.27,178.8,4,0.1
O401143,2023-09-15,Office Supplies,Paper,Paper Pro,East,Consumer,510.23,89.07,5,0.0
O401144,2024-07-09,Office Supplies,Appliances,Appliances Plus,Central,Consumer,561.71,107.19,6,0.1
O401145,2023-08-16,Office Supplies,Appliances,Appliances Max,West,Corporate,932.5,203.15,7,0.0
O401146,2023-07-05,Technology,Accessories,Accessories Lite,Central,Home Office,1203.43,156.83,5,0.05
O401147,2023-07-17,Office Supplies,Paper,Paper Plus,Atlantic,Consumer,540.95,96.38,6,0.15
O401148,2023-03-07,Technology,Phones,Phones Max,Central,Corporate,322.89,65.51,1,0.1
O401149,2024-07-06,Office Supplies,Paper,Paper Pro,West,Corporate,189.49,27.53,3,0.1
O401150,2023-09-14,Furniture,Furnishings,Furnishings Standard,Atlantic,Home Office,518.2,34.1,2,0.0
O401151,2023-09-02,Office Supplies,Storage,Storage Pro,West,Consumer,773.3,148.67,6,0.15
O401152,2023-09-20,Technology,Accessories,Accessories Plus,East,Corporate,728.12,22.41,2,0.3
O401153,2024-07-09,Furniture,Furnishings,Furnishings Max,West,Home Office,697.86,7.56,3,0.2
O401154,2024-11-30,Furniture,Bookcases,Bookcases Pro,Central,Home Office,1583.84,270.66,5,0.0
O401155,2024-08-17,Furniture,Tables,Tables Standard,West,Consumer,1107.98,118.41,4,0.0
O401156,2024-03-30,Technology,Phones,Phones Standard,West,Consumer,434.91,65.17,3,0.1
O401157,2024-07-25,Furniture,Chairs,Chairs Standard,East,Home Office,359.44,28.04,2,0.1
O401158,2023-07-01,Technology,Copiers,Copiers Plus,West,Home Office,3141.44,760.94,7,0.2
O401159,2025-01-01,Office Supplies,Binders,Binders Max,Central,Consumer,1132.39,213.21,7,0.05
O401160,2024-05-05,Furniture,Chairs,Chairs Plus,East,Consumer,195.18,22.8,1,0.1
O401161,2025-02-02,Furniture,Tables,Tables Max,East,Consumer,3019.95,324.55,7,0.0
O401162,2023-08-03,Furniture,Bookcases,Bookcases Max,West,Corporate,754.84,-5.66,6,0.3
O401163,2023-04-28,Office Supplies,Storage,Storage Pro,Atlantic,Consumer,687.96,144.61,7,0.0
O401164,2024-07-25,Technology,Machines,Machines Pro,East,Consumer,1288.11,154.28,4,0.2
O401165,2023-09-14,Office Supplies,Storage,Storage Plus,East,Corporate,260.46,30.01,3,0.2
O401166,2023-06-16,Office Supplies,Appliances,Appliances Standard,West,Consumer,454.64,111.47,5,0.0
O401167,2024-09-22,Furniture,Tables,Tables Plus,Atlantic,Home Office,1651.13,11.89,6,0.15
O401168,2024-03-02,Technology,Copiers,Copiers Standard,Central,Consumer,3552.02,409.08,7,0.05
O401169,2024-09-17,Technology,Phones,Phones Plus,West,Consumer,412.6,35.44,2,0.0
O401170,2023-07-14,Office Supplies,Binders,Binders Lite,West,Home Office,833.25,177.72,7,0.05
O401171,2023-02-26,Technology,Copiers,Copiers Plus,East,Consumer,1348.42,64.12,3,0.2
O401172,2023-11-24,Technology,Accessories,Accessories Max,West,Consumer,1706.81,451.92,5,0.05
O401173,2025-02-08,Office Supplies,Storage,Storage Standard,Central,Consumer,582.19,114.33,6,0.0
O401174,2024-04-13,Office Supplies,Appliances,Appliances Pro,East,Corporate,379.19,88.09,5,0.1
O401175,2024-11-15,Furniture,Furnishings,Furnishings Plus,East,Consumer,500.69,76.21,1,0.05
O401176,2024-11-05,Technology,Accessories,Accessories Max,Central,Home Office,4476.5,750.71,7,0.0
O401177,2024-12-20,Office Supplies,Storage,Storage Max,East,Home Office,107.61,19.71,1,0.0
O401178,2024-01-03,Office Supplies,Appliances,Appliances Max,West,Consumer,678.29,144.66,4,0.0
O401179,2023-06-13,Technology,Phones,Phones Plus,East,Consumer,1541.98,287.96,5,0.1
O401180,2024-12-20,Technology,Copiers,Copiers Lite,Atlantic,Corporate,714.83,174.61,2,0.1
O401181,2024-02-05,Office Supplies,Storage,Storage Lite,Atlantic,Home Office,384.96,32.05,6,0.15
O401182,2023-09-14,Office Supplies,Storage,Storage Max,Central,Consumer,212.95,47.0,5,0.0
O401183,2023-12-19,Furniture,Tables,Tables Plus,Atlantic,Consumer,629.98,9.31,3,0.15
O401184,2024-09-18,Office Supplies,Paper,Paper Standard,West,Consumer,194.08,34.34,2,0.05
O401185,2023-10-16,Office Supplies,Storage,Storage Pro,West,Home Office,689.58,210.56,5,0.0
O401186,2024-10-27,Office Supplies,Paper,Paper Max,West,Consumer,118.01,9.62,1,0.2
O401187,2023-07-01,Technology,Accessories,Accessories Max,West,Corporate,2391.68,58.91,7,0.15
O401188,2023-09-12,Furniture,Furnishings,Furnishings Lite,Central,Consumer,182.22,14.6,1,0.1
O401189,2023-04-22,Office Supplies,Appliances,Appliances Lite,West,Corporate,92.37,22.07,1,0.0
O401190,2024-11-27,Furniture,Bookcases,Bookcases Lite,East,Consumer,965.27,95.51,2,0.0
O401191,2024-11-27,Furniture,Chairs,Chairs Plus,West,Corporate,2042.62,73.4,6,0.1
O401192,2023-06-15,Office Supplies,Storage,Storage Plus,Atlantic,Consumer,862.85,110.46,6,0.2
O401193,2024-02-29,Office Supplies,Binders,Binders Lite,Central,Consumer,875.85,89.78,5,0.1
O401194,2024-09-25,Technology,Phones,Phones Max,Central,Consumer,1940.11,390.13,6,0.0
O401195,2024-04-25,Furniture,Chairs,Chairs Max,East,Home Office,1077.27,56.68,3,0.1
O401196,2024-05-31,Office Supplies,Binders,Binders Pro,Atlantic,Corporate,546.02,144.34,7,0.05
O401197,2023-07-29,Office Supplies,Appliances,Appliances Standard,Atlantic,Consumer,163.4,38.55,1,0.0
O401198,2023-01-24,Furniture,Bookcases,Bookcases Max,Central,Consumer,1699.23,63.43,5,0.15
O401199,2025-01-18,Technology,Copiers,Copiers Max,Central,Consumer,294.92,34.95,3,0.1
O401200,2024-12-31,Technology,Machines,Machines Lite,East,Consumer,1221.98,10.16,3,0.15
O401201,2025-01-19,Office Supplies,Paper,Paper Pro,Central,Home Office,504.14,107.78,6,0.0
O401202,2023-02-04,Office Supplies,Binders,Binders Lite,Atlantic,Consumer,634.22,133.08,6,0.0
O401203,2024-06-21,Office Supplies,Binders,Binders Pro,East,Corporate,332.25,57.34,4,0.1
O401204,2023-07-20,Furniture,Chairs,Chairs Max,West,Corporate,2573.63,155.67,7,0.1
O401205,2023-09-14,Technology,Phones,Phones Plus,West,Home Office,575.14,115.84,2,0.1
O401206,2023-11-27,Furniture,Bookcases,Bookcases Pro,Atlantic,Corporate,145.54,4.59,1,0.15
O401207,2023-07-06,Furniture,Bookcases,Bookcases Plus,East,Consumer,400.28,11.13,2,0.1
O401208,2024-04-20,Furniture,Tables,Tables Pro,Atlantic,Consumer,258.05,-3.42,1,0.1
O401209,2024-04-21,Technology,Copiers,Copiers Standard,Central,Consumer,2881.83,454.48,6,0.0
O401210,2025-01-12,Technology,Phones,Phones Lite,West,Consumer,2264.01,232.4,4,0.05
O401211,2024-10-28,Office Supplies,Storage,Storage Plus,Central,Consumer,509.66,53.57,4,0.1
O401212,2024-07-15,Furniture,Bookcases,Bookcases Standard,West,Home Office,1344.03,73.13,4,0.1
O401213,2025-02-12,Office Supplies,Storage,Storage Plus,East,Consumer,143.47,36.14,1,0.05
O401214,2023-12-09,Office Supplies,Storage,Storage Plus,East,Corporate,540.15,63.06,5,0.3
O401215,2023-02-24,Office Supplies,Appliances,Appliances Plus,East,Consumer,1143.82,178.32,7,0.0
O401216,2024-12-04,Technology,Phones,Phones Standard,East,Consumer,551.77,17.57,1,0.3
O401217,2023-09-25,Technology,Accessories,Accessories Max,East,Consumer,914.14,115.33,2,0.15
O401218,2023-12-24,Office Supplies,Binders,Binders Pro,Atlantic,Consumer,712.98,142.05,6,0.1
O401219,2023-11-09,Furniture,Furnishings,Furnishings Max,West,Consumer,1557.15,311.72,6,0.0
O401220,2024-12-29,Technology,Phones,Phones Standard,Atlantic,Home Office,838.01,59.93,2,0.1
O401221,2023-10-23,Office Supplies,Paper,Paper Max,East,Corporate,168.46,29.6,1,0.0
O401222,2024-07-01,Technology,Phones,Phones Standard,Central,Consumer,1156.39,54.2,6,0.2
O401223,2024-06-18,Technology,Copiers,Copiers Lite,West,Consumer,1149.52,199.23,2,0.05
O401224,2024-03-20,Office Supplies,Paper,Paper Max,West,Home Office,581.84,34.27,6,0.05
O401225,2024-03-13,Furniture,Bookcases,Bookcases Lite,Central,Consumer,769.06,45.04,3,0.1
O401226,2023-02-27,Furniture,Furnishings,Furnishings Lite,Atlantic,Consumer,2566.3,79.25,7,0.0
O401227,2024-12-14,Technology,Machines,Machines Pro,East,Home Office,2158.22,280.32,7,0.1
O401228,2023-09-24,Office Supplies,Paper,Paper Pro,West,Corporate,118.38,29.42,1,0.15
O401229,2023-06-28,Office Supplies,Paper,Paper Pro,Central,Consumer,429.66,113.88,6,0.0
O401230,2023-06-25,Technology,Accessories,Accessories Max,Atlantic,Corporate,3292.6,390.79,6,0.0
O401231,2023-11-16,Furniture,Bookcases,Bookcases Standard,Central,Consumer,894.41,43.89,3,0.1
O401232,2024-05-14,Office Supplies,Appliances,Appliances Standard,West,Corporate,755.03,94.76,7,0.1
O401233,2024-03-08,Technology,Copiers,Copiers Plus,East,Consumer,2624.17,576.61,6,0.05
O401234,2024-10-30,Furniture,Bookcases,Bookcases Standard,Atlantic,Home Office,584.85,-8.83,2,0.05
O401235,2024-10-15,Technology,Machines,Machines Plus,West,Corporate,2763.98,367.72,6,0.05
O401236,2023-09-26,Technology,Phones,Phones Lite,West,Consumer,1850.28,222.35,5,0.05
O401237,2024-10-20,Office Supplies,Binders,Binders Lite,Central,Corporate,431.14,69.56,4,0.0
O401238,2024-06-29,Furniture,Chairs,Chairs Plus,East,Consumer,785.87,139.83,7,0.05
O401239,2024-11-18,Furniture,Bookcases,Bookcases Standard,West,Home Office,1740.74,29.06,4,0.05
O401240,2023-01-01,Technology,Machines,Machines Max,Central,Consumer,473.17,45.09,2,0.05
O401241,2024-02-20,Furniture,Chairs,Chairs Standard,Atlantic,Consumer,1941.11,387.79,4,0.0
O401242,2024-05-15,Office Supplies,Storage,Storage Plus,Atlantic,Corporate,373.39,52.28,4,0.15
O401243,2023-07-13,Furniture,Furnishings,Furnishings Max,West,Consumer,884.2,98.34,2,0.0
O401244,2024-06-08,Furniture,Furnishings,Furnishings Lite,Atlantic,Consumer,2115.41,187.71,5,0.0
O401245,2024-08-04,Furniture,Furnishings,Furnishings Lite,Central,Corporate,2113.45,94.87,6,0.15
O401246,2023-04-22,Office Supplies,Paper,Paper Pro,West,Corporate,597.56,29.01,7,0.3
O401247,2025-02-02,Office Supplies,Storage,Storage Lite,West,Consumer,293.26,9.76,6,0.3
O401248,2025-01-26,Technology,Copiers,Copiers Lite,Atlantic,Consumer,1415.67,84.84,4,0.1
O401249,2023-08-17,Technology,Accessories,Accessories Lite,West,Corporate,2242.63,408.19,6,0.0
O401250,2023-06-09,Furniture,Bookcases,Bookcases Lite,West,Home Office,1778.54,26.94,7,0.15
O401251,2023-06-08,Office Supplies,Storage,Storage Pro,Central,Corporate,369.56,54.16,6,0.1
O401252,2023-01-30,Technology,Machines,Machines Standard,Central,Corporate,1587.25,99.97,6,0.3
O401253,2023-01-18,Furniture,Bookcases,Bookcases Max,West,Corporate,10.0,0.45,6,0.1
O401254,2023-09-07,Office Supplies,Storage,Storage Lite,Central,Consumer,386.59,63.6,4,0.1
O401255,2024-06-17,Furniture,Tables,Tables Plus,Central,Consumer,1941.89,395.53,6,0.0
O401256,2024-06-28,Office Supplies,Paper,Paper Plus,Central,Corporate,261.48,62.54,3,0.0
O401257,2024-03-12,Furniture,Furnishings,Furnishings Lite,Central,Consumer,1768.34,76.06,7,0.1
O401258,2024-06-04,Office Supplies,Appliances,Appliances Max,West,Consumer,621.46,9.41,7,0.3
O401259,2023-04-18,Office Supplies,Storage,Storage Pro,Atlantic,Consumer,772.06,145.43,5,0.05
O401260,2025-03-06,Office Supplies,Storage,Storage Lite,East,Corporate,985.77,255.69,6,0.0
O401261,2023-06-09,Office Supplies,Paper,Paper Pro,East,Corporate,757.11,125.3,6,0.05
O401262,2023-10-21,Furniture,Tables,Tables Max,West,Home Office,1534.06,180.77,5,0.0
O401263,2024-06-13,Office Supplies,Storage,Storage Lite,Central,Consumer,566.65,22.22,6,0.3
O401264,2023-04-12,Office Supplies,Binders,Binders Lite,West,Home Office,1173.59,234.26,6,0.0
O401265,2023-12-15,Furniture,Chairs,Chairs Max,East,Consumer,728.82,40.91,2,0.0
O401266,2025-01-17,Furniture,Bookcases,Bookcases Standard,West,Corporate,642.73,67.82,2,0.05
O401267,2023-07-06,Technology,Copiers,Copiers Pro,Central,Corporate,2079.77,279.07,4,0.1
O401268,2024-05-10,Office Supplies,Appliances,Appliances Plus,West,Consumer,103.72,22.37,1,0.15
O401269,2024-04-29,Furniture,Tables,Tables Plus,Central,Home Office,1239.23,120.41,6,0.05
O401270,2023-03-03,Technology,Phones,Phones Plus,Central,Consumer,1949.99,80.14,5,0.2
O401271,2023-02-12,Furniture,Bookcases,Bookcases Standard,East,Consumer,295.63,41.19,1,0.1
O401272,2023-04-28,Office Supplies,Paper,Paper Pro,Atlantic,Corporate,332.46,78.11,3,0.0
O401273,2023-01-13,Technology,Phones,Phones Standard,East,Corporate,1999.72,372.3,4,0.0
O401274,2024-03-01,Furniture,Bookcases,Bookcases Standard,Central,Corporate,646.03,58.79,6,0.05
O401275,2023-07-28,Office Supplies,Storage,Storage Max,East,Consumer,92.43,18.42,1,0.05
O401276,2024-04-23,Office Supplies,Binders,Binders Plus,Central,Consumer,315.76,46.86,4,0.05
O401277,2023-08-20,Furniture,Bookcases,Bookcases Plus,Atlantic,Consumer,451.86,50.77,2,0.0
O401278,2023-10-08,Technology,Copiers,Copiers Plus,East,Corporate,1192.09,197.26,3,0.0
O401279,2023-03-25,Furniture,Bookcases,Bookcases Max,Atlantic,Corporate,845.05,113.47,4,0.0
O401280,2024-09-28,Furniture,Bookcases,Bookcases Lite,West,Home Office,836.32,81.34,2,0.15
O401281,2023-04-02,Furniture,Tables,Tables Pro,Atlantic,Consumer,969.32,111.22,3,0.1
O401282,2024-12-31,Office Supplies,Paper,Paper Plus,East,Corporate,259.91,62.9,3,0.0
O401283,2023-05-15,Office Supplies,Storage,Storage Lite,West,Home Office,267.34,28.14,6,0.05
O401284,2025-03-03,Office Supplies,Binders,Binders Pro,Central,Consumer,200.54,8.96,3,0.3
O401285,2024-08-02,Office Supplies,Storage,Storage Max,West,Consumer,530.76,66.52,5,0.0
O401286,2024-10-20,Office Supplies,Appliances,Appliances Lite,Atlantic,Home Office,280.0,75.75,3,0.0
O401287,2024-10-06,Furniture,Chairs,Chairs Lite,Central,Consumer,1113.13,95.08,2,0.05
O401288,2023-12-23,Technology,Phones,Phones Pro,Central,Corporate,176.83,29.9,1,0.0
O401289,2023-05-26,Office Supplies,Binders,Binders Plus,West,Consumer,122.14,22.25,1,0.0
O401290,2024-06-25,Office Supplies,Storage,Storage Standard,Atlantic,Consumer,240.54,31.19,3,0.3
O401291,2024-06-09,Furniture,Tables,Tables Lite,Atlantic,Corporate,481.05,22.38,2,0.15
O401292,2024-10-07,Technology,Copiers,Copiers Standard,Central,Consumer,688.04,65.87,6,0.15
O401293,2023-07-06,Office Supplies,Appliances,Appliances Lite,East,Home Office,378.25,46.42,4,0.2
O401294,2024-10-17,Technology,Machines,Machines Lite,East,Consumer,446.52,83.3,1,0.0
O401295,2024-12-05,Office Supplies,Paper,Paper Standard,East,Consumer,719.07,78.89,6,0.2
O401296,2024-08-07,Technology,Phones,Phones Lite,Atlantic,Consumer,1031.17,92.37,3,0.3
O401297,2023-08-04,Office Supplies,Storage,Storage Lite,East,Home Office,770.25,176.44,5,0.1
O401298,2023-07-17,Furniture,Chairs,Chairs Max,West,Consumer,70.39,1.49,1,0.2
O401299,2023-04-14,Furniture,Bookcases,Bookcases Max,West,Consumer,241.83,0.62,1,0.15
O401300,2024-10-25,Office Supplies,Paper,Paper Standard,East,Consumer,213.93,44.46,1,0.05
O401301,2023-12-18,Technology,Accessories,Accessories Lite,Central,Corporate,2188.17,266.29,4,0.05
O401302,2023-09-03,Technology,Phones,Phones Pro,Atlantic,Consumer,1299.98,257.15,7,0.1
O401303,2023-05-04,Technology,Phones,Phones Max,Atlantic,Home Office,2727.62,559.17,7,0.1
O401304,2024-01-31,Technology,Phones,Phones Lite,West,Consumer,1516.38,284.31,6,0.05
O401305,2023-06-08,Furniture,Tables,Tables Lite,West,Consumer,1842.25,107.68,7,0.0
O401306,2024-10-30,Technology,Accessories,Accessories Lite,East,Consumer,4283.7,656.21,6,0.0
O401307,2023-09-29,Furniture,Tables,Tables Plus,Central,Consumer,2483.98,264.47,6,0.0
O401308,2023-12-23,Office Supplies,Binders,Binders Lite,Atlantic,Corporate,160.06,23.92,3,0.05
O401309,2024-06-12,Office Supplies,Binders,Binders Plus,West,Home Office,175.72,35.38,2,0.0
O401310,2024-07-13,Technology,Copiers,Copiers Pro,West,Corporate,2100.6,395.22,5,0.0
O401311,2023-04-04,Office Supplies,Appliances,Appliances Standard,Atlantic,Home Office,76.23,7.08,1,0.3
O401312,2023-03-03,Office Supplies,Storage,Storage Plus,East,Corporate,253.0,64.75,2,0.05
O401313,2023-08-16,Office Supplies,Appliances,Appliances Max,East,Consumer,279.93,32.32,4,0.2
O401314,2024-08-20,Office Supplies,Storage,Storage Lite,West,Consumer,523.09,105.42,5,0.0
O401315,2024-11-17,Furniture,Chairs,Chairs Pro,West,Corporate,640.45,17.38,3,0.05
O401316,2025-02-16,Technology,Copiers,Copiers Pro,West,Home Office,1976.18,284.41,6,0.1
O401317,2023-08-08,Office Supplies,Binders,Binders Standard,Central,Home Office,523.47,22.99,5,0.3
O401318,2024-09-02,Office Supplies,Appliances,Appliances Plus,Central,Corporate,225.19,29.53,2,0.15
O401319,2023-05-15,Furniture,Bookcases,Bookcases Plus,East,Consumer,187.13,-2.19,1,0.2
O401320,2023-06-01,Technology,Machines,Machines Lite,Central,Corporate,1172.9,175.6,2,0.0
O401321,2024-03-02,Technology,Machines,Machines Lite,West,Corporate,3832.85,718.63,7,0.05
O401322,2023-03-20,Furniture,Bookcases,Bookcases Standard,West,Home Office,495.81,6.83,2,0.2
O401323,2023-01-27,Office Supplies,Appliances,Appliances Max,West,Corporate,589.47,144.25,6,0.1
O401324,2025-03-07,Technology,Copiers,Copiers Plus,West,Consumer,3395.47,409.89,5,0.0
O401325,2024-10-05,Office Supplies,Appliances,Appliances Plus,Atlantic,Corporate,1312.43,366.36,7,0.0
O401326,2024-06-24,Office Supplies,Binders,Binders Lite,West,Consumer,335.41,39.23,7,0.15
O401327,2023-06-27,Furniture,Tables,Tables Plus,West,Consumer,3077.07,350.37,7,0.0
O401328,2023-03-03,Office Supplies,Appliances,Appliances Max,Central,Corporate,519.48,99.4,3,0.1
O401329,2023-04-17,Furniture,Furnishings,Furnishings Lite,East,Home Office,1524.98,256.13,4,0.0
O401330,2023-12-04,Technology,Machines,Machines Max,West,Corporate,1405.45,323.15,4,0.0
O401331,2024-10-08,Furniture,Tables,Tables Pro,West,Consumer,1294.34,186.33,5,0.05
O401332,2024-04-19,Technology,Copiers,Copiers Standard,West,Consumer,1342.92,223.25,2,0.0
O401333,2024-11-05,Office Supplies,Binders,Binders Max,West,Consumer,837.47,215.47,6,0.1
O401334,2024-12-28,Furniture,Chairs,Chairs Standard,Central,Corporate,1846.88,272.23,5,0.0
O401335,2024-08-10,Office Supplies,Storage,Storage Lite,East,Corporate,370.56,-2.03,2,0.15
O401336,2023-03-21,Office Supplies,Paper,Paper Plus,West,Consumer,69.91,11.86,1,0.1
O401337,2023-07-07,Office Supplies,Storage,Storage Lite,Central,Consumer,110.38,19.2,1,0.05
O401338,2023-09-27,Office Supplies,Binders,Binders Lite,West,Corporate,345.55,52.63,3,0.1
O401339,2024-02-26,Office Supplies,Appliances,Appliances Plus,East,Consumer,316.67,71.19,3,0.05
O401340,2024-09-26,Furniture,Chairs,Chairs Standard,West,Corporate,220.64,29.42,2,0.0
O401341,2025-02-14,Furniture,Bookcases,Bookcases Max,West,Corporate,1591.9,94.21,4,0.05
O401342,2025-02-25,Office Supplies,Storage,Storage Lite,East,Consumer,79.6,19.35,1,0.1
O401343,2024-01-18,Office Supplies,Appliances,Appliances Lite,West,Consumer,438.48,67.41,5,0.0
O401344,2025-03-04,Office Supplies,Paper,Paper Standard,West,Corporate,356.73,26.89,4,0.15
O401345,2025-01-29,Technology,Accessories,Accessories Plus,East,Consumer,733.7,72.41,2,0.05
O401346,2023-05-14,Technology,Copiers,Copiers Lite,Atlantic,Consumer,1608.55,322.06,4,0.0
O401347,2024-06-25,Technology,Accessories,Accessories Max,East,Home Office,2246.66,441.18,4,0.0
O401348,2023-12-18,Technology,Copiers,Copiers Standard,West,Consumer,3550.92,487.84,6,0.0
O401349,2024-11-06,Office Supplies,Appliances,Appliances Max,East,Home Office,545.54,102.69,5,0.0
O401350,2024-11-25,Furniture,Furnishings,Furnishings Plus,East,Consumer,465.69,43.21,2,0.05
O401351,2023-06-03,Furniture,Tables,Tables Plus,West,Consumer,1776.4,114.71,6,0.0
O401352,2024-04-28,Technology,Copiers,Copiers Standard,East,Consumer,779.31,130.87,3,0.1
O401353,2025-01-11,Office Supplies,Binders,Binders Pro,East,Corporate,237.62,70.41,2,0.0
O401354,2024-06-17,Technology,Phones,Phones Plus,Atlantic,Home Office,1179.86,22.56,6,0.3
O401355,2024-11-13,Technology,Accessories,Accessories Pro,Central,Consumer,3956.59,575.04,6,0.1
O401356,2024-08-01,Office Supplies,Binders,Binders Standard,West,Home Office,106.57,15.82,1,0.15
O401357,2024-09-20,Office Supplies,Appliances,Appliances Plus,Central,Corporate,647.78,169.32,7,0.05
O401358,2024-11-08,Technology,Accessories,Accessories Max,East,Home Office,2618.81,720.31,5,0.0
O401359,2025-01-22,Technology,Machines,Machines Plus,Central,Corporate,680.83,92.0,3,0.05
O401360,2023-06-08,Furniture,Tables,Tables Max,Central,Corporate,1326.94,125.57,6,0.05
O401361,2024-09-23,Office Supplies,Appliances,Appliances Pro,Central,Home Office,496.08,104.63,4,0.1
O401362,2023-11-04,Technology,Phones,Phones Plus,East,Corporate,2463.44,234.67,7,0.2
O401363,2024-04-06,Office Supplies,Storage,Storage Standard,Central,Home Office,164.05,28.29,1,0.0
O401364,2024-06-09,Furniture,Tables,Tables Max,East,Consumer,55.36,1.53,4,0.0
